stage,eval_index,tuned_param,candidate_value,epoch,epsilon,alpha,gamma,n_episodes,min_distance,best_episode,note
phase_setup,,epsilon,,,,,,,,,"Phase 1 fixed alpha=0.3496, gamma=0.8106"
HPO_epsilon,1,epsilon,0.05,1,0.05,0.35,0.81,200,99070.0,136,
HPO_epsilon,2,epsilon,0.05,2,0.05,0.35,0.81,200,97162.0,121,
HPO_epsilon,3,epsilon,0.05,3,0.05,0.35,0.81,200,95553.0,128,
HPO_epsilon,4,epsilon,0.05,4,0.05,0.35,0.81,200,96398.0,131,
HPO_epsilon,5,epsilon,0.05,5,0.05,0.35,0.81,200,95580.0,123,
HPO_epsilon,6,epsilon,0.25,1,0.25,0.35,0.81,200,108144.0,131,
HPO_epsilon,7,epsilon,0.25,2,0.25,0.35,0.81,200,113829.0,150,
HPO_epsilon,8,epsilon,0.25,3,0.25,0.35,0.81,200,116059.0,145,
HPO_epsilon,9,epsilon,0.25,4,0.25,0.35,0.81,200,113114.0,158,
HPO_epsilon,10,epsilon,0.25,5,0.25,0.35,0.81,200,119153.0,146,
HPO_epsilon,11,epsilon,0.45,1,0.45,0.35,0.81,200,130405.0,155,
HPO_epsilon,12,epsilon,0.45,2,0.45,0.35,0.81,200,130371.0,185,
HPO_epsilon,13,epsilon,0.45,3,0.45,0.35,0.81,200,128117.0,150,
HPO_epsilon,14,epsilon,0.45,4,0.45,0.35,0.81,200,128969.0,158,
HPO_epsilon,15,epsilon,0.45,5,0.45,0.35,0.81,200,135425.0,199,
HPO_epsilon,16,epsilon,0.65,1,0.65,0.35,0.81,200,131624.0,188,
HPO_epsilon,17,epsilon,0.65,2,0.65,0.35,0.81,200,148705.0,163,
HPO_epsilon,18,epsilon,0.65,3,0.65,0.35,0.81,200,154176.0,197,
HPO_epsilon,19,epsilon,0.65,4,0.65,0.35,0.81,200,147577.0,173,
HPO_epsilon,20,epsilon,0.65,5,0.65,0.35,0.81,200,142017.0,192,
HPO_epsilon,21,epsilon,0.85,1,0.85,0.35,0.81,200,163452.0,100,
HPO_epsilon,22,epsilon,0.85,2,0.85,0.35,0.81,200,162714.0,44,
HPO_epsilon,23,epsilon,0.85,3,0.85,0.35,0.81,200,166786.0,182,
HPO_epsilon,24,epsilon,0.85,4,0.85,0.35,0.81,200,163701.0,113,
HPO_epsilon,25,epsilon,0.85,5,0.85,0.35,0.81,200,166374.0,131,
recommendation,,epsilon,,,,,,,,,recommended epsilon set = [0.05]
phase_setup,,alpha,,,,,,,,,"Phase 2 fixed epsilon=0.0500, gamma=0.0762"
HPO_alpha,26,alpha,0.05,1,0.05,0.05,0.08,200,98418.0,132,
HPO_alpha,27,alpha,0.05,2,0.05,0.05,0.08,200,97494.0,134,
HPO_alpha,28,alpha,0.05,3,0.05,0.05,0.08,200,97983.0,126,
HPO_alpha,29,alpha,0.05,4,0.05,0.05,0.08,200,100956.0,131,
HPO_alpha,30,alpha,0.05,5,0.05,0.05,0.08,200,95882.0,129,
HPO_alpha,31,alpha,0.25,1,0.05,0.25,0.08,200,76937.0,164,
HPO_alpha,32,alpha,0.25,2,0.05,0.25,0.08,200,76957.0,192,
HPO_alpha,33,alpha,0.25,3,0.05,0.25,0.08,200,80979.0,137,
HPO_alpha,34,alpha,0.25,4,0.05,0.25,0.08,200,80249.0,190,
HPO_alpha,35,alpha,0.25,5,0.05,0.25,0.08,200,78025.0,199,
HPO_alpha,36,alpha,0.45,1,0.05,0.45,0.08,200,58343.0,197,
HPO_alpha,37,alpha,0.45,2,0.05,0.45,0.08,200,61501.0,174,
HPO_alpha,38,alpha,0.45,3,0.05,0.45,0.08,200,61371.0,193,
HPO_alpha,39,alpha,0.45,4,0.05,0.45,0.08,200,63843.0,185,
HPO_alpha,40,alpha,0.45,5,0.05,0.45,0.08,200,59441.0,181,
HPO_alpha,41,alpha,0.65,1,0.05,0.65,0.08,200,56220.0,169,
HPO_alpha,42,alpha,0.65,2,0.05,0.65,0.08,200,56739.0,191,
HPO_alpha,43,alpha,0.65,3,0.05,0.65,0.08,200,54103.0,181,
HPO_alpha,44,alpha,0.65,4,0.05,0.65,0.08,200,56386.0,181,
HPO_alpha,45,alpha,0.65,5,0.05,0.65,0.08,200,54505.0,189,
HPO_alpha,46,alpha,0.85,1,0.05,0.85,0.08,200,56155.0,195,
HPO_alpha,47,alpha,0.85,2,0.05,0.85,0.08,200,56433.0,180,
HPO_alpha,48,alpha,0.85,3,0.05,0.85,0.08,200,54196.0,146,
HPO_alpha,49,alpha,0.85,4,0.05,0.85,0.08,200,56979.0,196,
HPO_alpha,50,alpha,0.85,5,0.05,0.85,0.08,200,57301.0,184,
recommendation,,alpha,,,,,,,,,"recommended alpha set = [0.65, 0.85]"
phase_setup,,gamma,,,,,,,,,"Phase 3 fixed epsilon=0.0500, alpha=0.6630"
HPO_gamma,51,gamma,0.05,1,0.05,0.66,0.05,200,55568.0,199,
HPO_gamma,52,gamma,0.05,2,0.05,0.66,0.05,200,54645.0,168,
HPO_gamma,53,gamma,0.05,3,0.05,0.66,0.05,200,55138.0,198,
HPO_gamma,54,gamma,0.05,4,0.05,0.66,0.05,200,56772.0,175,
HPO_gamma,55,gamma,0.05,5,0.05,0.66,0.05,200,57512.0,158,
HPO_gamma,56,gamma,0.25,1,0.05,0.66,0.25,200,59869.0,168,
HPO_gamma,57,gamma,0.25,2,0.05,0.66,0.25,200,58462.0,192,
HPO_gamma,58,gamma,0.25,3,0.05,0.66,0.25,200,61879.0,172,
