stage,eval_index,tuned_param,candidate_value,epoch,epsilon,alpha,gamma,n_episodes,min_distance,best_episode,note
phase_setup,,epsilon,,,,,,,,,"Phase 1 fixed alpha=0.3496, gamma=0.8106"
HPO_epsilon,1,epsilon,0.05,1,0.05,0.35,0.81,200,27468.0,55,
HPO_epsilon,2,epsilon,0.05,2,0.05,0.35,0.81,200,31758.0,180,
HPO_epsilon,3,epsilon,0.05,3,0.05,0.35,0.81,200,28079.0,58,
HPO_epsilon,4,epsilon,0.05,4,0.05,0.35,0.81,200,28699.0,64,
HPO_epsilon,5,epsilon,0.05,5,0.05,0.35,0.81,200,31187.0,62,
HPO_epsilon,6,epsilon,0.25,1,0.25,0.35,0.81,200,33752.0,138,
HPO_epsilon,7,epsilon,0.25,2,0.25,0.35,0.81,200,33563.0,79,
HPO_epsilon,8,epsilon,0.25,3,0.25,0.35,0.81,200,33566.0,66,
HPO_epsilon,9,epsilon,0.25,4,0.25,0.35,0.81,200,34992.0,138,
HPO_epsilon,10,epsilon,0.25,5,0.25,0.35,0.81,200,31820.0,77,
HPO_epsilon,11,epsilon,0.45,1,0.45,0.35,0.81,200,37368.0,64,
HPO_epsilon,12,epsilon,0.45,2,0.45,0.35,0.81,200,35365.0,79,
HPO_epsilon,13,epsilon,0.45,3,0.45,0.35,0.81,200,37686.0,154,
HPO_epsilon,14,epsilon,0.45,4,0.45,0.35,0.81,200,38384.0,144,
HPO_epsilon,15,epsilon,0.45,5,0.45,0.35,0.81,200,38268.0,76,
HPO_epsilon,16,epsilon,0.65,1,0.65,0.35,0.81,200,37679.0,105,
HPO_epsilon,17,epsilon,0.65,2,0.65,0.35,0.81,200,33879.0,101,
HPO_epsilon,18,epsilon,0.65,3,0.65,0.35,0.81,200,39397.0,87,
HPO_epsilon,19,epsilon,0.65,4,0.65,0.35,0.81,200,40243.0,163,
HPO_epsilon,20,epsilon,0.65,5,0.65,0.35,0.81,200,39478.0,76,
HPO_epsilon,21,epsilon,0.85,1,0.85,0.35,0.81,200,43101.0,174,
HPO_epsilon,22,epsilon,0.85,2,0.85,0.35,0.81,200,40839.0,198,
HPO_epsilon,23,epsilon,0.85,3,0.85,0.35,0.81,200,44903.0,140,
HPO_epsilon,24,epsilon,0.85,4,0.85,0.35,0.81,200,42663.0,162,
HPO_epsilon,25,epsilon,0.85,5,0.85,0.35,0.81,200,45771.0,193,
recommendation,,epsilon,,,,,,,,,recommended epsilon set = [0.05]
phase_setup,,alpha,,,,,,,,,"Phase 2 fixed epsilon=0.0500, gamma=0.2785"
HPO_alpha,26,alpha,0.05,1,0.05,0.05,0.28,200,28669.0,62,
HPO_alpha,27,alpha,0.05,2,0.05,0.05,0.28,200,28559.0,62,
HPO_alpha,28,alpha,0.05,3,0.05,0.05,0.28,200,29618.0,61,
HPO_alpha,29,alpha,0.05,4,0.05,0.05,0.28,200,28171.0,56,
HPO_alpha,30,alpha,0.05,5,0.05,0.05,0.28,200,29206.0,58,
HPO_alpha,31,alpha,0.25,1,0.05,0.25,0.28,200,24715.0,189,
HPO_alpha,32,alpha,0.25,2,0.05,0.25,0.28,200,24296.0,171,
HPO_alpha,33,alpha,0.25,3,0.05,0.25,0.28,200,25509.0,197,
HPO_alpha,34,alpha,0.25,4,0.05,0.25,0.28,200,21653.0,197,
HPO_alpha,35,alpha,0.25,5,0.05,0.25,0.28,200,24917.0,198,
HPO_alpha,36,alpha,0.45,1,0.05,0.45,0.28,200,21650.0,168,
HPO_alpha,37,alpha,0.45,2,0.05,0.45,0.28,200,22458.0,196,
HPO_alpha,38,alpha,0.45,3,0.05,0.45,0.28,200,21240.0,195,
HPO_alpha,39,alpha,0.45,4,0.05,0.45,0.28,200,21887.0,187,
HPO_alpha,40,alpha,0.45,5,0.05,0.45,0.28,200,22196.0,197,
HPO_alpha,41,alpha,0.65,1,0.05,0.65,0.28,200,19626.0,109,
HPO_alpha,42,alpha,0.65,2,0.05,0.65,0.28,200,21974.0,96,
HPO_alpha,43,alpha,0.65,3,0.05,0.65,0.28,200,21232.0,179,
HPO_alpha,44,alpha,0.65,4,0.05,0.65,0.28,200,20251.0,177,
HPO_alpha,45,alpha,0.65,5,0.05,0.65,0.28,200,22258.0,199,
HPO_alpha,46,alpha,0.85,1,0.05,0.85,0.28,200,20443.0,183,
HPO_alpha,47,alpha,0.85,2,0.05,0.85,0.28,200,20077.0,97,
HPO_alpha,48,alpha,0.85,3,0.05,0.85,0.28,200,20795.0,198,
HPO_alpha,49,alpha,0.85,4,0.05,0.85,0.28,200,21390.0,169,
HPO_alpha,50,alpha,0.85,5,0.05,0.85,0.28,200,20746.0,130,
recommendation,,alpha,,,,,,,,,"recommended alpha set = [0.45, 0.65, 0.85]"
phase_setup,,gamma,,,,,,,,,"Phase 3 fixed epsilon=0.0500, alpha=0.6163"
HPO_gamma,51,gamma,0.05,1,0.05,0.62,0.05,200,20919.0,173,
HPO_gamma,52,gamma,0.05,2,0.05,0.62,0.05,200,20793.0,143,
HPO_gamma,53,gamma,0.05,3,0.05,0.62,0.05,200,20650.0,186,
HPO_gamma,54,gamma,0.05,4,0.05,0.62,0.05,200,20183.0,142,
HPO_gamma,55,gamma,0.05,5,0.05,0.62,0.05,200,20552.0,91,
HPO_gamma,56,gamma,0.25,1,0.05,0.62,0.25,200,21698.0,136,
HPO_gamma,57,gamma,0.25,2,0.05,0.62,0.25,200,21188.0,145,
HPO_gamma,58,gamma,0.25,3,0.05,0.62,0.25,200,19416.0,199,
HPO_gamma,59,gamma,0.25,4,0.05,0.62,0.25,200,21187.0,136,
HPO_gamma,60,gamma,0.25,5,0.05,0.62,0.25,200,21539.0,199,
HPO_gamma,61,gamma,0.45,1,0.05,0.62,0.45,200,23674.0,168,
HPO_gamma,62,gamma,0.45,2,0.05,0.62,0.45,200,22730.0,142,
HPO_gamma,63,gamma,0.45,3,0.05,0.62,0.45,200,23559.0,181,
HPO_gamma,64,gamma,0.45,4,0.05,0.62,0.45,200,22011.0,138,
HPO_gamma,65,gamma,0.45,5,0.05,0.62,0.45,200,23502.0,135,
HPO_gamma,66,gamma,0.65,1,0.05,0.62,0.65,200,25201.0,189,
HPO_gamma,67,gamma,0.65,2,0.05,0.62,0.65,200,27003.0,156,
HPO_gamma,68,gamma,0.65,3,0.05,0.62,0.65,200,24318.0,187,
HPO_gamma,69,gamma,0.65,4,0.05,0.62,0.65,200,26221.0,192,
HPO_gamma,70,gamma,0.65,5,0.05,0.62,0.65,200,26117.0,186,
HPO_gamma,71,gamma,0.85,1,0.05,0.62,0.85,200,29905.0,61,
HPO_gamma,72,gamma,0.85,2,0.05,0.62,0.85,200,28098.0,188,
HPO_gamma,73,gamma,0.85,3,0.05,0.62,0.85,200,28557.0,64,
HPO_gamma,74,gamma,0.85,4,0.05,0.62,0.85,200,30035.0,59,
HPO_gamma,75,gamma,0.85,5,0.05,0.62,0.85,200,28428.0,60,
recommendation,,gamma,,,,,,,,,"recommended gamma set = [0.05, 0.25]"
final_grid,76,,,,0.05,0.45,0.05,10000,19256.0,7673,
final_grid,77,,,,0.05,0.45,0.25,10000,18714.0,4751,
final_grid,78,,,,0.05,0.65,0.05,10000,19302.0,716,
final_grid,79,,,,0.05,0.65,0.25,10000,19139.0,9557,
final_grid,80,,,,0.05,0.85,0.05,10000,18922.0,3147,
final_grid,81,,,,0.05,0.85,0.25,10000,19180.0,7112,
overall_best,,,,,0.05,0.45,0.25,10000,18714.0,4751,best combination over the final grid
best_observed,,,,,,,,,18714.0,,lowest distance seen at any stage (from final training)
