stage,eval_index,tuned_param,candidate_value,epoch,epsilon,alpha,gamma,n_episodes,min_distance,best_episode,note
phase_setup,,epsilon,,,,,,,,,"Phase 1 fixed alpha=0.3496, gamma=0.8106"
HPO_epsilon,1,epsilon,0.05,1,0.05,0.35,0.81,200,16087.0,67,
HPO_epsilon,2,epsilon,0.05,2,0.05,0.35,0.81,200,16296.0,141,
HPO_epsilon,3,epsilon,0.05,3,0.05,0.35,0.81,200,15199.0,66,
HPO_epsilon,4,epsilon,0.05,4,0.05,0.35,0.81,200,15915.0,148,
HPO_epsilon,5,epsilon,0.05,5,0.05,0.35,0.81,200,15327.0,66,
HPO_epsilon,6,epsilon,0.25,1,0.25,0.35,0.81,200,15419.0,68,
HPO_epsilon,7,epsilon,0.25,2,0.25,0.35,0.81,200,15252.0,69,
HPO_epsilon,8,epsilon,0.25,3,0.25,0.35,0.81,200,16858.0,192,
HPO_epsilon,9,epsilon,0.25,4,0.25,0.35,0.81,200,15550.0,164,
HPO_epsilon,10,epsilon,0.25,5,0.25,0.35,0.81,200,16629.0,149,
HPO_epsilon,11,epsilon,0.45,1,0.45,0.35,0.81,200,18045.0,88,
HPO_epsilon,12,epsilon,0.45,2,0.45,0.35,0.81,200,17266.0,190,
HPO_epsilon,13,epsilon,0.45,3,0.45,0.35,0.81,200,17760.0,157,
HPO_epsilon,14,epsilon,0.45,4,0.45,0.35,0.81,200,17804.0,174,
HPO_epsilon,15,epsilon,0.45,5,0.45,0.35,0.81,200,17500.0,166,
HPO_epsilon,16,epsilon,0.65,1,0.65,0.35,0.81,200,19350.0,106,
HPO_epsilon,17,epsilon,0.65,2,0.65,0.35,0.81,200,19917.0,121,
HPO_epsilon,18,epsilon,0.65,3,0.65,0.35,0.81,200,17102.0,109,
HPO_epsilon,19,epsilon,0.65,4,0.65,0.35,0.81,200,18554.0,93,
HPO_epsilon,20,epsilon,0.65,5,0.65,0.35,0.81,200,20291.0,102,
HPO_epsilon,21,epsilon,0.85,1,0.85,0.35,0.81,200,19660.0,194,
HPO_epsilon,22,epsilon,0.85,2,0.85,0.35,0.81,200,21664.0,188,
HPO_epsilon,23,epsilon,0.85,3,0.85,0.35,0.81,200,22452.0,143,
HPO_epsilon,24,epsilon,0.85,4,0.85,0.35,0.81,200,21113.0,137,
HPO_epsilon,25,epsilon,0.85,5,0.85,0.35,0.81,200,20893.0,10,
recommendation,,epsilon,,,,,,,,,"recommended epsilon set = [0.05, 0.25]"
phase_setup,,alpha,,,,,,,,,"Phase 2 fixed epsilon=0.2279, gamma=0.2307"
HPO_alpha,26,alpha,0.05,1,0.23,0.05,0.23,200,15267.0,79,
HPO_alpha,27,alpha,0.05,2,0.23,0.05,0.23,200,15269.0,67,
HPO_alpha,28,alpha,0.05,3,0.23,0.05,0.23,200,15143.0,69,
HPO_alpha,29,alpha,0.05,4,0.23,0.05,0.23,200,15871.0,71,
HPO_alpha,30,alpha,0.05,5,0.23,0.05,0.23,200,16119.0,72,
HPO_alpha,31,alpha,0.25,1,0.23,0.25,0.23,200,13734.0,142,
HPO_alpha,32,alpha,0.25,2,0.23,0.25,0.23,200,12546.0,185,
HPO_alpha,33,alpha,0.25,3,0.23,0.25,0.23,200,13564.0,193,
HPO_alpha,34,alpha,0.25,4,0.23,0.25,0.23,200,13874.0,178,
HPO_alpha,35,alpha,0.25,5,0.23,0.25,0.23,200,13831.0,159,
HPO_alpha,36,alpha,0.45,1,0.23,0.45,0.23,200,11772.0,181,
HPO_alpha,37,alpha,0.45,2,0.23,0.45,0.23,200,12602.0,197,
HPO_alpha,38,alpha,0.45,3,0.23,0.45,0.23,200,13016.0,79,
HPO_alpha,39,alpha,0.45,4,0.23,0.45,0.23,200,11997.0,184,
HPO_alpha,40,alpha,0.45,5,0.23,0.45,0.23,200,12127.0,177,
HPO_alpha,41,alpha,0.65,1,0.23,0.65,0.23,200,11339.0,164,
HPO_alpha,42,alpha,0.65,2,0.23,0.65,0.23,200,11728.0,196,
HPO_alpha,43,alpha,0.65,3,0.23,0.65,0.23,200,11393.0,185,
HPO_alpha,44,alpha,0.65,4,0.23,0.65,0.23,200,11540.0,170,
HPO_alpha,45,alpha,0.65,5,0.23,0.65,0.23,200,10680.0,141,
HPO_alpha,46,alpha,0.85,1,0.23,0.85,0.23,200,11281.0,161,
HPO_alpha,47,alpha,0.85,2,0.23,0.85,0.23,200,10990.0,169,
HPO_alpha,48,alpha,0.85,3,0.23,0.85,0.23,200,11451.0,148,
HPO_alpha,49,alpha,0.85,4,0.23,0.85,0.23,200,11767.0,195,
HPO_alpha,50,alpha,0.85,5,0.23,0.85,0.23,200,11346.0,109,
recommendation,,alpha,,,,,,,,,"recommended alpha set = [0.65, 0.85]"
phase_setup,,gamma,,,,,,,,,"Phase 3 fixed epsilon=0.1691, alpha=0.7751"
HPO_gamma,51,gamma,0.05,1,0.17,0.78,0.05,200,10851.0,117,
HPO_gamma,52,gamma,0.05,2,0.17,0.78,0.05,200,9797.0,193,
HPO_gamma,53,gamma,0.05,3,0.17,0.78,0.05,200,10658.0,129,
HPO_gamma,54,gamma,0.05,4,0.17,0.78,0.05,200,10152.0,187,
HPO_gamma,55,gamma,0.05,5,0.17,0.78,0.05,200,10057.0,131,
HPO_gamma,56,gamma,0.25,1,0.17,0.78,0.25,200,10708.0,159,
HPO_gamma,57,gamma,0.25,2,0.17,0.78,0.25,200,10381.0,170,
HPO_gamma,58,gamma,0.25,3,0.17,0.78,0.25,200,10609.0,145,
HPO_gamma,59,gamma,0.25,4,0.17,0.78,0.25,200,11031.0,195,
HPO_gamma,60,gamma,0.25,5,0.17,0.78,0.25,200,10546.0,153,
HPO_gamma,61,gamma,0.45,1,0.17,0.78,0.45,200,12181.0,188,
HPO_gamma,62,gamma,0.45,2,0.17,0.78,0.45,200,11984.0,175,
HPO_gamma,63,gamma,0.45,3,0.17,0.78,0.45,200,12208.0,147,
HPO_gamma,64,gamma,0.45,4,0.17,0.78,0.45,200,11796.0,195,
HPO_gamma,65,gamma,0.45,5,0.17,0.78,0.45,200,11491.0,149,
HPO_gamma,66,gamma,0.65,1,0.17,0.78,0.65,200,14875.0,69,
HPO_gamma,67,gamma,0.65,2,0.17,0.78,0.65,200,14045.0,166,
HPO_gamma,68,gamma,0.65,3,0.17,0.78,0.65,200,13200.0,199,
HPO_gamma,69,gamma,0.65,4,0.17,0.78,0.65,200,13430.0,193,
HPO_gamma,70,gamma,0.65,5,0.17,0.78,0.65,200,14459.0,181,
HPO_gamma,71,gamma,0.85,1,0.17,0.78,0.85,200,16565.0,158,
HPO_gamma,72,gamma,0.85,2,0.17,0.78,0.85,200,16081.0,67,
HPO_gamma,73,gamma,0.85,3,0.17,0.78,0.85,200,16090.0,77,
HPO_gamma,74,gamma,0.85,4,0.17,0.78,0.85,200,17718.0,192,
HPO_gamma,75,gamma,0.85,5,0.17,0.78,0.85,200,15120.0,74,
recommendation,,gamma,,,,,,,,,"recommended gamma set = [0.05, 0.25]"
final_grid,76,,,,0.05,0.65,0.05,10000,8924.0,4397,
final_grid,77,,,,0.05,0.65,0.25,10000,8854.0,2939,
final_grid,78,,,,0.05,0.85,0.05,10000,8755.0,8926,
final_grid,79,,,,0.05,0.85,0.25,10000,8714.0,4307,
final_grid,80,,,,0.25,0.65,0.05,10000,9892.0,9952,
final_grid,81,,,,0.25,0.65,0.25,10000,9993.0,2677,
final_grid,82,,,,0.25,0.85,0.05,10000,9979.0,6786,
final_grid,83,,,,0.25,0.85,0.25,10000,9413.0,6343,
overall_best,,,,,0.05,0.85,0.25,10000,8714.0,4307,best combination over the final grid
best_observed,,,,,,,,,8714.0,,lowest distance seen at any stage (from final training)
