stage,eval_index,tuned_param,candidate_value,epoch,epsilon,alpha,gamma,n_episodes,min_distance,best_episode,note
phase_setup,,epsilon,,,,,,,,,"Phase 1 fixed alpha=0.3496, gamma=0.8106"
HPO_epsilon,1,epsilon,0.05,1,0.05,0.35,0.81,200,60.0,194,
HPO_epsilon,2,epsilon,0.05,2,0.05,0.35,0.81,200,60.0,179,
HPO_epsilon,3,epsilon,0.05,3,0.05,0.35,0.81,200,60.0,164,
HPO_epsilon,4,epsilon,0.05,4,0.05,0.35,0.81,200,60.0,178,
HPO_epsilon,5,epsilon,0.05,5,0.05,0.35,0.81,200,60.0,69,
HPO_epsilon,6,epsilon,0.25,1,0.25,0.35,0.81,200,60.0,41,
HPO_epsilon,7,epsilon,0.25,2,0.25,0.35,0.81,200,63.0,40,
HPO_epsilon,8,epsilon,0.25,3,0.25,0.35,0.81,200,62.0,86,
HPO_epsilon,9,epsilon,0.25,4,0.25,0.35,0.81,200,63.0,46,
HPO_epsilon,10,epsilon,0.25,5,0.25,0.35,0.81,200,62.0,63,
HPO_epsilon,11,epsilon,0.45,1,0.45,0.35,0.81,200,67.0,199,
HPO_epsilon,12,epsilon,0.45,2,0.45,0.35,0.81,200,61.0,133,
HPO_epsilon,13,epsilon,0.45,3,0.45,0.35,0.81,200,66.0,39,
HPO_epsilon,14,epsilon,0.45,4,0.45,0.35,0.81,200,61.0,37,
HPO_epsilon,15,epsilon,0.45,5,0.45,0.35,0.81,200,58.0,136,
HPO_epsilon,16,epsilon,0.65,1,0.65,0.35,0.81,200,62.0,170,
HPO_epsilon,17,epsilon,0.65,2,0.65,0.35,0.81,200,75.0,75,
HPO_epsilon,18,epsilon,0.65,3,0.65,0.35,0.81,200,62.0,102,
HPO_epsilon,19,epsilon,0.65,4,0.65,0.35,0.81,200,68.0,187,
HPO_epsilon,20,epsilon,0.65,5,0.65,0.35,0.81,200,61.0,39,
HPO_epsilon,21,epsilon,0.85,1,0.85,0.35,0.81,200,89.0,113,
HPO_epsilon,22,epsilon,0.85,2,0.85,0.35,0.81,200,103.0,62,
HPO_epsilon,23,epsilon,0.85,3,0.85,0.35,0.81,200,76.0,191,
HPO_epsilon,24,epsilon,0.85,4,0.85,0.35,0.81,200,75.0,87,
HPO_epsilon,25,epsilon,0.85,5,0.85,0.35,0.81,200,73.0,83,
recommendation,,epsilon,,,,,,,,,"recommended epsilon set = [0.05, 0.25, 0.45, 0.65]"
phase_setup,,alpha,,,,,,,,,"Phase 2 fixed epsilon=0.1695, gamma=0.5883"
HPO_alpha,26,alpha,0.05,1,0.17,0.05,0.59,200,57.0,127,
HPO_alpha,27,alpha,0.05,2,0.17,0.05,0.59,200,57.0,99,
HPO_alpha,28,alpha,0.05,3,0.17,0.05,0.59,200,60.0,190,
HPO_alpha,29,alpha,0.05,4,0.17,0.05,0.59,200,60.0,184,
