stage,eval_index,tuned_param,candidate_value,epoch,epsilon,alpha,gamma,n_episodes,min_distance,best_episode,note
phase_setup,,epsilon,,,,,,,,,"Phase 1 fixed alpha=0.3496, gamma=0.8106"
HPO_epsilon,1,epsilon,0.05,1,0.05,0.35,0.81,200,3006.0,71,
HPO_epsilon,2,epsilon,0.05,2,0.05,0.35,0.81,200,3937.0,188,
HPO_epsilon,3,epsilon,0.05,3,0.05,0.35,0.81,200,3473.0,161,
HPO_epsilon,4,epsilon,0.05,4,0.05,0.35,0.81,200,3306.0,37,
HPO_epsilon,5,epsilon,0.05,5,0.05,0.35,0.81,200,3831.0,133,
HPO_epsilon,6,epsilon,0.25,1,0.25,0.35,0.81,200,3838.0,192,
HPO_epsilon,7,epsilon,0.25,2,0.25,0.35,0.81,200,5340.0,151,
HPO_epsilon,8,epsilon,0.25,3,0.25,0.35,0.81,200,4965.0,41,
HPO_epsilon,9,epsilon,0.25,4,0.25,0.35,0.81,200,5154.0,192,
HPO_epsilon,10,epsilon,0.25,5,0.25,0.35,0.81,200,3281.0,36,
HPO_epsilon,11,epsilon,0.45,1,0.45,0.35,0.81,200,5105.0,198,
HPO_epsilon,12,epsilon,0.45,2,0.45,0.35,0.81,200,5480.0,147,
HPO_epsilon,13,epsilon,0.45,3,0.45,0.35,0.81,200,5271.0,161,
HPO_epsilon,14,epsilon,0.45,4,0.45,0.35,0.81,200,5639.0,196,
HPO_epsilon,15,epsilon,0.45,5,0.45,0.35,0.81,200,4463.0,154,
HPO_epsilon,16,epsilon,0.65,1,0.65,0.35,0.81,200,7053.0,178,
HPO_epsilon,17,epsilon,0.65,2,0.65,0.35,0.81,200,6665.0,156,
HPO_epsilon,18,epsilon,0.65,3,0.65,0.35,0.81,200,6223.0,126,
HPO_epsilon,19,epsilon,0.65,4,0.65,0.35,0.81,200,6543.0,193,
HPO_epsilon,20,epsilon,0.65,5,0.65,0.35,0.81,200,6877.0,90,
HPO_epsilon,21,epsilon,0.85,1,0.85,0.35,0.81,200,8448.0,90,
HPO_epsilon,22,epsilon,0.85,2,0.85,0.35,0.81,200,8939.0,183,
HPO_epsilon,23,epsilon,0.85,3,0.85,0.35,0.81,200,8470.0,174,
HPO_epsilon,24,epsilon,0.85,4,0.85,0.35,0.81,200,8443.0,85,
HPO_epsilon,25,epsilon,0.85,5,0.85,0.35,0.81,200,7902.0,145,
recommendation,,epsilon,,,,,,,,,recommended epsilon set = [0.05]
phase_setup,,alpha,,,,,,,,,"Phase 2 fixed epsilon=0.0500, gamma=0.0818"
HPO_alpha,26,alpha,0.05,1,0.05,0.05,0.08,200,2995.0,183,
HPO_alpha,27,alpha,0.05,2,0.05,0.05,0.08,200,3178.0,175,
HPO_alpha,28,alpha,0.05,3,0.05,0.05,0.08,200,3579.0,86,
HPO_alpha,29,alpha,0.05,4,0.05,0.05,0.08,200,3265.0,195,
HPO_alpha,30,alpha,0.05,5,0.05,0.05,0.08,200,2298.0,197,
HPO_alpha,31,alpha,0.25,1,0.05,0.25,0.08,200,2433.0,128,
HPO_alpha,32,alpha,0.25,2,0.05,0.25,0.08,200,2702.0,146,
HPO_alpha,33,alpha,0.25,3,0.05,0.25,0.08,200,2400.0,151,
HPO_alpha,34,alpha,0.25,4,0.05,0.25,0.08,200,2400.0,196,
HPO_alpha,35,alpha,0.25,5,0.05,0.25,0.08,200,2433.0,154,
HPO_alpha,36,alpha,0.45,1,0.05,0.45,0.08,200,2301.0,136,
HPO_alpha,37,alpha,0.45,2,0.05,0.45,0.08,200,2715.0,95,
HPO_alpha,38,alpha,0.45,3,0.05,0.45,0.08,200,2400.0,125,
HPO_alpha,39,alpha,0.45,4,0.05,0.45,0.08,200,2342.0,91,
HPO_alpha,40,alpha,0.45,5,0.05,0.45,0.08,200,2400.0,153,
HPO_alpha,41,alpha,0.65,1,0.05,0.65,0.08,200,2178.0,136,
HPO_alpha,42,alpha,0.65,2,0.05,0.65,0.08,200,2433.0,152,
HPO_alpha,43,alpha,0.65,3,0.05,0.65,0.08,200,2342.0,161,
HPO_alpha,44,alpha,0.65,4,0.05,0.65,0.08,200,2513.0,138,
HPO_alpha,45,alpha,0.65,5,0.05,0.65,0.08,200,2400.0,172,
HPO_alpha,46,alpha,0.85,1,0.05,0.85,0.08,200,2135.0,99,
HPO_alpha,47,alpha,0.85,2,0.05,0.85,0.08,200,2400.0,92,
HPO_alpha,48,alpha,0.85,3,0.05,0.85,0.08,200,2400.0,189,
HPO_alpha,49,alpha,0.85,4,0.05,0.85,0.08,200,2670.0,166,
HPO_alpha,50,alpha,0.85,5,0.05,0.85,0.08,200,2480.0,94,
recommendation,,alpha,,,,,,,,,"recommended alpha set = [0.25, 0.45, 0.65, 0.85]"
phase_setup,,gamma,,,,,,,,,"Phase 3 fixed epsilon=0.0500, alpha=0.3322"
HPO_gamma,51,gamma,0.05,1,0.05,0.33,0.05,200,2433.0,56,
HPO_gamma,52,gamma,0.05,2,0.05,0.33,0.05,200,2433.0,66,
HPO_gamma,53,gamma,0.05,3,0.05,0.33,0.05,200,2743.0,122,
HPO_gamma,54,gamma,0.05,4,0.05,0.33,0.05,200,2382.0,197,
HPO_gamma,55,gamma,0.05,5,0.05,0.33,0.05,200,2400.0,146,
HPO_gamma,56,gamma,0.25,1,0.05,0.33,0.25,200,2674.0,35,
HPO_gamma,57,gamma,0.25,2,0.05,0.33,0.25,200,2674.0,126,
HPO_gamma,58,gamma,0.25,3,0.05,0.33,0.25,200,2278.0,173,
