stage,eval_index,tuned_param,candidate_value,epoch,epsilon,alpha,gamma,n_episodes,min_distance,best_episode,note
phase_setup,,epsilon,,,,,,,,,"Phase 1 fixed alpha=0.3496, gamma=0.8106"
HPO_epsilon,1,epsilon,0.05,1,0.05,0.35,0.81,200,28425.0,63,
HPO_epsilon,2,epsilon,0.05,2,0.05,0.35,0.81,200,30800.0,60,
HPO_epsilon,3,epsilon,0.05,3,0.05,0.35,0.81,200,28642.0,61,
HPO_epsilon,4,epsilon,0.05,4,0.05,0.35,0.81,200,29651.0,55,
HPO_epsilon,5,epsilon,0.05,5,0.05,0.35,0.81,200,25862.0,57,
HPO_epsilon,6,epsilon,0.25,1,0.25,0.35,0.81,200,30605.0,63,
HPO_epsilon,7,epsilon,0.25,2,0.25,0.35,0.81,200,31916.0,61,
HPO_epsilon,8,epsilon,0.25,3,0.25,0.35,0.81,200,34332.0,81,
HPO_epsilon,9,epsilon,0.25,4,0.25,0.35,0.81,200,30821.0,81,
HPO_epsilon,10,epsilon,0.25,5,0.25,0.35,0.81,200,34925.0,61,
HPO_epsilon,11,epsilon,0.45,1,0.45,0.35,0.81,200,34450.0,80,
HPO_epsilon,12,epsilon,0.45,2,0.45,0.35,0.81,200,36297.0,79,
HPO_epsilon,13,epsilon,0.45,3,0.45,0.35,0.81,200,33974.0,78,
HPO_epsilon,14,epsilon,0.45,4,0.45,0.35,0.81,200,33786.0,189,
HPO_epsilon,15,epsilon,0.45,5,0.45,0.35,0.81,200,35323.0,76,
HPO_epsilon,16,epsilon,0.65,1,0.65,0.35,0.81,200,41619.0,50,
HPO_epsilon,17,epsilon,0.65,2,0.65,0.35,0.81,200,42317.0,189,
HPO_epsilon,18,epsilon,0.65,3,0.65,0.35,0.81,200,38791.0,83,
HPO_epsilon,19,epsilon,0.65,4,0.65,0.35,0.81,200,41878.0,87,
HPO_epsilon,20,epsilon,0.65,5,0.65,0.35,0.81,200,41043.0,109,
HPO_epsilon,21,epsilon,0.85,1,0.85,0.35,0.81,200,40973.0,146,
HPO_epsilon,22,epsilon,0.85,2,0.85,0.35,0.81,200,44690.0,100,
HPO_epsilon,23,epsilon,0.85,3,0.85,0.35,0.81,200,44376.0,90,
HPO_epsilon,24,epsilon,0.85,4,0.85,0.35,0.81,200,42046.0,194,
HPO_epsilon,25,epsilon,0.85,5,0.85,0.35,0.81,200,42235.0,78,
recommendation,,epsilon,,,,,,,,,recommended epsilon set = [0.05]
phase_setup,,alpha,,,,,,,,,"Phase 2 fixed epsilon=0.0500, gamma=0.1252"
HPO_alpha,26,alpha,0.05,1,0.05,0.05,0.13,200,28905.0,58,
HPO_alpha,27,alpha,0.05,2,0.05,0.05,0.13,200,28792.0,55,
HPO_alpha,28,alpha,0.05,3,0.05,0.05,0.13,200,28246.0,61,
HPO_alpha,29,alpha,0.05,4,0.05,0.05,0.13,200,27945.0,55,
HPO_alpha,30,alpha,0.05,5,0.05,0.05,0.13,200,30165.0,152,
HPO_alpha,31,alpha,0.25,1,0.05,0.25,0.13,200,22159.0,194,
HPO_alpha,32,alpha,0.25,2,0.05,0.25,0.13,200,22607.0,177,
HPO_alpha,33,alpha,0.25,3,0.05,0.25,0.13,200,22644.0,160,
HPO_alpha,34,alpha,0.25,4,0.05,0.25,0.13,200,24351.0,189,
HPO_alpha,35,alpha,0.25,5,0.05,0.25,0.13,200,21958.0,199,
HPO_alpha,36,alpha,0.45,1,0.05,0.45,0.13,200,21025.0,183,
HPO_alpha,37,alpha,0.45,2,0.05,0.45,0.13,200,20884.0,198,
HPO_alpha,38,alpha,0.45,3,0.05,0.45,0.13,200,20523.0,141,
HPO_alpha,39,alpha,0.45,4,0.05,0.45,0.13,200,20303.0,176,
HPO_alpha,40,alpha,0.45,5,0.05,0.45,0.13,200,21108.0,194,
HPO_alpha,41,alpha,0.65,1,0.05,0.65,0.13,200,19868.0,132,
HPO_alpha,42,alpha,0.65,2,0.05,0.65,0.13,200,19924.0,186,
HPO_alpha,43,alpha,0.65,3,0.05,0.65,0.13,200,20264.0,162,
HPO_alpha,44,alpha,0.65,4,0.05,0.65,0.13,200,20491.0,163,
HPO_alpha,45,alpha,0.65,5,0.05,0.65,0.13,200,19814.0,192,
HPO_alpha,46,alpha,0.85,1,0.05,0.85,0.13,200,19822.0,199,
HPO_alpha,47,alpha,0.85,2,0.05,0.85,0.13,200,19459.0,193,
HPO_alpha,48,alpha,0.85,3,0.05,0.85,0.13,200,19337.0,147,
HPO_alpha,49,alpha,0.85,4,0.05,0.85,0.13,200,20853.0,143,
HPO_alpha,50,alpha,0.85,5,0.05,0.85,0.13,200,19087.0,152,
recommendation,,alpha,,,,,,,,,"recommended alpha set = [0.45, 0.65, 0.85]"
phase_setup,,gamma,,,,,,,,,"Phase 3 fixed epsilon=0.0500, alpha=0.7840"
HPO_gamma,51,gamma,0.05,1,0.05,0.78,0.05,200,19947.0,173,
HPO_gamma,52,gamma,0.05,2,0.05,0.78,0.05,200,20113.0,93,
HPO_gamma,53,gamma,0.05,3,0.05,0.78,0.05,200,20159.0,196,
HPO_gamma,54,gamma,0.05,4,0.05,0.78,0.05,200,20663.0,91,
HPO_gamma,55,gamma,0.05,5,0.05,0.78,0.05,200,20396.0,104,
HPO_gamma,56,gamma,0.25,1,0.05,0.78,0.25,200,20551.0,183,
HPO_gamma,57,gamma,0.25,2,0.05,0.78,0.25,200,20532.0,116,
HPO_gamma,58,gamma,0.25,3,0.05,0.78,0.25,200,19975.0,192,
HPO_gamma,59,gamma,0.25,4,0.05,0.78,0.25,200,21420.0,174,
HPO_gamma,60,gamma,0.25,5,0.05,0.78,0.25,200,21322.0,158,
HPO_gamma,61,gamma,0.45,1,0.05,0.78,0.45,200,21958.0,184,
HPO_gamma,62,gamma,0.45,2,0.05,0.78,0.45,200,21979.0,149,
HPO_gamma,63,gamma,0.45,3,0.05,0.78,0.45,200,21692.0,193,
HPO_gamma,64,gamma,0.45,4,0.05,0.78,0.45,200,22966.0,144,
HPO_gamma,65,gamma,0.45,5,0.05,0.78,0.45,200,23324.0,162,
HPO_gamma,66,gamma,0.65,1,0.05,0.78,0.65,200,26115.0,150,
HPO_gamma,67,gamma,0.65,2,0.05,0.78,0.65,200,26443.0,184,
HPO_gamma,68,gamma,0.65,3,0.05,0.78,0.65,200,25606.0,174,
HPO_gamma,69,gamma,0.65,4,0.05,0.78,0.65,200,26032.0,185,
HPO_gamma,70,gamma,0.65,5,0.05,0.78,0.65,200,25428.0,133,
HPO_gamma,71,gamma,0.85,1,0.05,0.78,0.85,200,30126.0,60,
HPO_gamma,72,gamma,0.85,2,0.05,0.78,0.85,200,27668.0,59,
HPO_gamma,73,gamma,0.85,3,0.05,0.78,0.85,200,29667.0,54,
HPO_gamma,74,gamma,0.85,4,0.05,0.78,0.85,200,30036.0,63,
HPO_gamma,75,gamma,0.85,5,0.05,0.78,0.85,200,32552.0,64,
recommendation,,gamma,,,,,,,,,"recommended gamma set = [0.05, 0.25]"
final_grid,76,,,,0.05,0.45,0.05,10000,19096.0,3187,
final_grid,77,,,,0.05,0.45,0.25,10000,18593.0,4495,
final_grid,78,,,,0.05,0.65,0.05,10000,18932.0,6743,
final_grid,79,,,,0.05,0.65,0.25,10000,18722.0,8857,
final_grid,80,,,,0.05,0.85,0.05,10000,18793.0,8605,
final_grid,81,,,,0.05,0.85,0.25,10000,18866.0,4483,
overall_best,,,,,0.05,0.45,0.25,10000,18593.0,4495,best combination over the final grid
best_observed,,,,,,,,,18593.0,,lowest distance seen at any stage (from final training)
