stage,eval_index,tuned_param,candidate_value,epoch,epsilon,alpha,gamma,n_episodes,min_distance,best_episode,note
phase_setup,,epsilon,,,,,,,,,"Phase 1 fixed alpha=0.3496, gamma=0.8106"
HPO_epsilon,1,epsilon,0.05,1,0.05,0.35,0.81,200,60171.0,163,
HPO_epsilon,2,epsilon,0.05,2,0.05,0.35,0.81,200,61028.0,155,
HPO_epsilon,3,epsilon,0.05,3,0.05,0.35,0.81,200,62226.0,2,
HPO_epsilon,4,epsilon,0.05,4,0.05,0.35,0.81,200,60958.0,163,
HPO_epsilon,5,epsilon,0.05,5,0.05,0.35,0.81,200,61838.0,155,
HPO_epsilon,6,epsilon,0.25,1,0.25,0.35,0.81,200,62489.0,158,
HPO_epsilon,7,epsilon,0.25,2,0.25,0.35,0.81,200,62795.0,86,
HPO_epsilon,8,epsilon,0.25,3,0.25,0.35,0.81,200,62052.0,95,
HPO_epsilon,9,epsilon,0.25,4,0.25,0.35,0.81,200,61280.0,90,
HPO_epsilon,10,epsilon,0.25,5,0.25,0.35,0.81,200,63067.0,90,
HPO_epsilon,11,epsilon,0.45,1,0.45,0.35,0.81,200,64008.0,109,
HPO_epsilon,12,epsilon,0.45,2,0.45,0.35,0.81,200,62592.0,93,
HPO_epsilon,13,epsilon,0.45,3,0.45,0.35,0.81,200,64141.0,99,
HPO_epsilon,14,epsilon,0.45,4,0.45,0.35,0.81,200,64304.0,91,
HPO_epsilon,15,epsilon,0.45,5,0.45,0.35,0.81,200,62885.0,97,
HPO_epsilon,16,epsilon,0.65,1,0.65,0.35,0.81,200,65344.0,12,
HPO_epsilon,17,epsilon,0.65,2,0.65,0.35,0.81,200,66579.0,134,
HPO_epsilon,18,epsilon,0.65,3,0.65,0.35,0.81,200,65230.0,143,
HPO_epsilon,19,epsilon,0.65,4,0.65,0.35,0.81,200,65876.0,138,
HPO_epsilon,20,epsilon,0.65,5,0.65,0.35,0.81,200,65315.0,130,
HPO_epsilon,21,epsilon,0.85,1,0.85,0.35,0.81,200,66962.0,99,
HPO_epsilon,22,epsilon,0.85,2,0.85,0.35,0.81,200,66429.0,130,
HPO_epsilon,23,epsilon,0.85,3,0.85,0.35,0.81,200,67604.0,138,
HPO_epsilon,24,epsilon,0.85,4,0.85,0.35,0.81,200,66398.0,7,
HPO_epsilon,25,epsilon,0.85,5,0.85,0.35,0.81,200,67702.0,119,
recommendation,,epsilon,,,,,,,,,recommended epsilon set = [0.05]
phase_setup,,alpha,,,,,,,,,"Phase 2 fixed epsilon=0.0500, gamma=0.5772"
HPO_alpha,26,alpha,0.05,1,0.05,0.05,0.58,200,61459.0,152,
HPO_alpha,27,alpha,0.05,2,0.05,0.05,0.58,200,62159.0,152,
HPO_alpha,28,alpha,0.05,3,0.05,0.05,0.58,200,61654.0,150,
HPO_alpha,29,alpha,0.05,4,0.05,0.05,0.58,200,61342.0,146,
HPO_alpha,30,alpha,0.05,5,0.05,0.05,0.58,200,59525.0,151,
HPO_alpha,31,alpha,0.25,1,0.05,0.25,0.58,200,61008.0,76,
HPO_alpha,32,alpha,0.25,2,0.05,0.25,0.58,200,62697.0,157,
HPO_alpha,33,alpha,0.25,3,0.05,0.25,0.58,200,62147.0,161,
HPO_alpha,34,alpha,0.25,4,0.05,0.25,0.58,200,60804.0,154,
HPO_alpha,35,alpha,0.25,5,0.05,0.25,0.58,200,60845.0,159,
HPO_alpha,36,alpha,0.45,1,0.05,0.45,0.58,200,60418.0,162,
HPO_alpha,37,alpha,0.45,2,0.05,0.45,0.58,200,59666.0,165,
HPO_alpha,38,alpha,0.45,3,0.05,0.45,0.58,200,59289.0,180,
HPO_alpha,39,alpha,0.45,4,0.05,0.45,0.58,200,59756.0,158,
HPO_alpha,40,alpha,0.45,5,0.05,0.45,0.58,200,59636.0,158,
HPO_alpha,41,alpha,0.65,1,0.05,0.65,0.58,200,57944.0,198,
HPO_alpha,42,alpha,0.65,2,0.05,0.65,0.58,200,57673.0,190,
HPO_alpha,43,alpha,0.65,3,0.05,0.65,0.58,200,56334.0,191,
HPO_alpha,44,alpha,0.65,4,0.05,0.65,0.58,200,55976.0,187,
HPO_alpha,45,alpha,0.65,5,0.05,0.65,0.58,200,58199.0,188,
HPO_alpha,46,alpha,0.85,1,0.05,0.85,0.58,200,56667.0,175,
HPO_alpha,47,alpha,0.85,2,0.05,0.85,0.58,200,54687.0,196,
HPO_alpha,48,alpha,0.85,3,0.05,0.85,0.58,200,54642.0,197,
HPO_alpha,49,alpha,0.85,4,0.05,0.85,0.58,200,55373.0,193,
HPO_alpha,50,alpha,0.85,5,0.05,0.85,0.58,200,55033.0,180,
recommendation,,alpha,,,,,,,,,recommended alpha set = [0.85]
phase_setup,,gamma,,,,,,,,,"Phase 3 fixed epsilon=0.0500, alpha=0.8500"
