stage,eval_index,tuned_param,candidate_value,epoch,epsilon,alpha,gamma,n_episodes,min_distance,best_episode,note
phase_setup,,epsilon,,,,,,,,,"Phase 1 fixed alpha=0.3496, gamma=0.8106"
HPO_epsilon,1,epsilon,0.05,1,0.05,0.35,0.81,200,15907.0,64,
HPO_epsilon,2,epsilon,0.05,2,0.05,0.35,0.81,200,15676.0,61,
HPO_epsilon,3,epsilon,0.05,3,0.05,0.35,0.81,200,16314.0,78,
HPO_epsilon,4,epsilon,0.05,4,0.05,0.35,0.81,200,16072.0,66,
HPO_epsilon,5,epsilon,0.05,5,0.05,0.35,0.81,200,15857.0,188,
HPO_epsilon,6,epsilon,0.25,1,0.25,0.35,0.81,200,17281.0,68,
HPO_epsilon,7,epsilon,0.25,2,0.25,0.35,0.81,200,17134.0,194,
HPO_epsilon,8,epsilon,0.25,3,0.25,0.35,0.81,200,16819.0,67,
HPO_epsilon,9,epsilon,0.25,4,0.25,0.35,0.81,200,17090.0,75,
HPO_epsilon,10,epsilon,0.25,5,0.25,0.35,0.81,200,17150.0,181,
HPO_epsilon,11,epsilon,0.45,1,0.45,0.35,0.81,200,18603.0,166,
HPO_epsilon,12,epsilon,0.45,2,0.45,0.35,0.81,200,17216.0,86,
HPO_epsilon,13,epsilon,0.45,3,0.45,0.35,0.81,200,18093.0,88,
HPO_epsilon,14,epsilon,0.45,4,0.45,0.35,0.81,200,15954.0,81,
HPO_epsilon,15,epsilon,0.45,5,0.45,0.35,0.81,200,18982.0,87,
HPO_epsilon,16,epsilon,0.65,1,0.65,0.35,0.81,200,18356.0,176,
HPO_epsilon,17,epsilon,0.65,2,0.65,0.35,0.81,200,18509.0,129,
HPO_epsilon,18,epsilon,0.65,3,0.65,0.35,0.81,200,20323.0,170,
HPO_epsilon,19,epsilon,0.65,4,0.65,0.35,0.81,200,19230.0,112,
HPO_epsilon,20,epsilon,0.65,5,0.65,0.35,0.81,200,20406.0,100,
HPO_epsilon,21,epsilon,0.85,1,0.85,0.35,0.81,200,21973.0,119,
HPO_epsilon,22,epsilon,0.85,2,0.85,0.35,0.81,200,22523.0,138,
HPO_epsilon,23,epsilon,0.85,3,0.85,0.35,0.81,200,21705.0,191,
HPO_epsilon,24,epsilon,0.85,4,0.85,0.35,0.81,200,21440.0,99,
HPO_epsilon,25,epsilon,0.85,5,0.85,0.35,0.81,200,21666.0,199,
recommendation,,epsilon,,,,,,,,,recommended epsilon set = [0.05]
phase_setup,,alpha,,,,,,,,,"Phase 2 fixed epsilon=0.0500, gamma=0.1378"
HPO_alpha,26,alpha,0.05,1,0.05,0.05,0.14,200,16341.0,66,
HPO_alpha,27,alpha,0.05,2,0.05,0.05,0.14,200,16182.0,76,
HPO_alpha,28,alpha,0.05,3,0.05,0.05,0.14,200,15834.0,67,
HPO_alpha,29,alpha,0.05,4,0.05,0.05,0.14,200,16746.0,69,
HPO_alpha,30,alpha,0.05,5,0.05,0.05,0.14,200,15146.0,64,
HPO_alpha,31,alpha,0.25,1,0.05,0.25,0.14,200,13298.0,191,
HPO_alpha,32,alpha,0.25,2,0.05,0.25,0.14,200,12763.0,194,
HPO_alpha,33,alpha,0.25,3,0.05,0.25,0.14,200,13254.0,194,
HPO_alpha,34,alpha,0.25,4,0.05,0.25,0.14,200,13873.0,184,
HPO_alpha,35,alpha,0.25,5,0.05,0.25,0.14,200,12135.0,170,
HPO_alpha,36,alpha,0.45,1,0.05,0.45,0.14,200,11746.0,152,
HPO_alpha,37,alpha,0.45,2,0.05,0.45,0.14,200,11579.0,187,
HPO_alpha,38,alpha,0.45,3,0.05,0.45,0.14,200,11860.0,190,
HPO_alpha,39,alpha,0.45,4,0.05,0.45,0.14,200,12162.0,153,
HPO_alpha,40,alpha,0.45,5,0.05,0.45,0.14,200,12174.0,166,
HPO_alpha,41,alpha,0.65,1,0.05,0.65,0.14,200,11619.0,175,
HPO_alpha,42,alpha,0.65,2,0.05,0.65,0.14,200,11544.0,188,
HPO_alpha,43,alpha,0.65,3,0.05,0.65,0.14,200,10972.0,174,
HPO_alpha,44,alpha,0.65,4,0.05,0.65,0.14,200,10830.0,178,
HPO_alpha,45,alpha,0.65,5,0.05,0.65,0.14,200,11801.0,189,
HPO_alpha,46,alpha,0.85,1,0.05,0.85,0.14,200,11495.0,96,
HPO_alpha,47,alpha,0.85,2,0.05,0.85,0.14,200,11440.0,197,
HPO_alpha,48,alpha,0.85,3,0.05,0.85,0.14,200,11305.0,188,
HPO_alpha,49,alpha,0.85,4,0.05,0.85,0.14,200,11378.0,105,
HPO_alpha,50,alpha,0.85,5,0.05,0.85,0.14,200,10436.0,130,
recommendation,,alpha,,,,,,,,,"recommended alpha set = [0.45, 0.65, 0.85]"
phase_setup,,gamma,,,,,,,,,"Phase 3 fixed epsilon=0.0500, alpha=0.6477"
HPO_gamma,51,gamma,0.05,1,0.05,0.65,0.05,200,11662.0,115,
HPO_gamma,52,gamma,0.05,2,0.05,0.65,0.05,200,11348.0,192,
HPO_gamma,53,gamma,0.05,3,0.05,0.65,0.05,200,11473.0,147,
HPO_gamma,54,gamma,0.05,4,0.05,0.65,0.05,200,11639.0,168,
HPO_gamma,55,gamma,0.05,5,0.05,0.65,0.05,200,11348.0,164,
HPO_gamma,56,gamma,0.25,1,0.05,0.65,0.25,200,11195.0,196,
HPO_gamma,57,gamma,0.25,2,0.05,0.65,0.25,200,11497.0,146,
HPO_gamma,58,gamma,0.25,3,0.05,0.65,0.25,200,11536.0,117,
HPO_gamma,59,gamma,0.25,4,0.05,0.65,0.25,200,10975.0,146,
HPO_gamma,60,gamma,0.25,5,0.05,0.65,0.25,200,10820.0,159,
HPO_gamma,61,gamma,0.45,1,0.05,0.65,0.45,200,12596.0,196,
HPO_gamma,62,gamma,0.45,2,0.05,0.65,0.45,200,12179.0,186,
HPO_gamma,63,gamma,0.45,3,0.05,0.65,0.45,200,12691.0,151,
HPO_gamma,64,gamma,0.45,4,0.05,0.65,0.45,200,12695.0,174,
HPO_gamma,65,gamma,0.45,5,0.05,0.65,0.45,200,12221.0,175,
HPO_gamma,66,gamma,0.65,1,0.05,0.65,0.65,200,13935.0,192,
HPO_gamma,67,gamma,0.65,2,0.05,0.65,0.65,200,14186.0,174,
HPO_gamma,68,gamma,0.65,3,0.05,0.65,0.65,200,14103.0,199,
HPO_gamma,69,gamma,0.65,4,0.05,0.65,0.65,200,13531.0,165,
HPO_gamma,70,gamma,0.65,5,0.05,0.65,0.65,200,14889.0,198,
HPO_gamma,71,gamma,0.85,1,0.05,0.65,0.85,200,16297.0,197,
HPO_gamma,72,gamma,0.85,2,0.05,0.65,0.85,200,15522.0,167,
HPO_gamma,73,gamma,0.85,3,0.05,0.65,0.85,200,13985.0,184,
HPO_gamma,74,gamma,0.85,4,0.05,0.65,0.85,200,15635.0,64,
HPO_gamma,75,gamma,0.85,5,0.05,0.65,0.85,200,15685.0,172,
recommendation,,gamma,,,,,,,,,"recommended gamma set = [0.05, 0.25]"
final_grid,76,,,,0.05,0.45,0.05,10000,9937.0,8221,
final_grid,77,,,,0.05,0.45,0.25,10000,8927.0,8922,
final_grid,78,,,,0.05,0.65,0.05,10000,10733.0,8661,
final_grid,79,,,,0.05,0.65,0.25,10000,8983.0,3946,
final_grid,80,,,,0.05,0.85,0.05,10000,9962.0,8221,
final_grid,81,,,,0.05,0.85,0.25,10000,8985.0,4583,
overall_best,,,,,0.05,0.45,0.25,10000,8927.0,8922,best combination over the final grid
best_observed,,,,,,,,,8927.0,,lowest distance seen at any stage (from final training)
